"COUNTRY","DEALERSHIP","CUSTOMER_TYPE","GEO_TYPE","MODEL","FAULT_TYPE"
"France","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"France","VW Dealer","Private","Suburban","Lupo","Exhaust"
"France","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"France","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"France","VW Dealer","Private","Suburban","Lupo","Wheel Alignment"
"France","VW Dealer","Private","Super Rural","Lupo","Spark Plugs"
"France","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"France","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"France","VW Dealer","Private","Very Rural","Lupo","Brake Pad"
"France","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"France","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"France","VW Dealer","Private","Village","Lupo","Exhaust"
"France","VW Dealer","Private","Village","Lupo","Spark Plugs"
"France","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Germany","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"Germany","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"Germany","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"Germany","VW Dealer","Private","Super Urban","Lupo","Brake Pad"
"Germany","VW Dealer","Private","Super Urban","Lupo","Turbo Charger"
"Germany","VW Dealer","Private","Urban","Lupo","Air Conditioning"
"Germany","VW Dealer","Private","Urban","Lupo","Brake Pad"
"Germany","VW Dealer","Private","Urban","Lupo","Exhaust"
"Germany","VW Dealer","Private","Urban","Lupo","Spark Plugs"
"Germany","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"Germany","VW Dealer","Private","Urban","Lupo","Wheel Alignment"
"Germany","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Holland","VW Dealer","Private","Rural","Lupo","Brake Pad"
"Holland","VW Dealer","Private","Rural","Lupo","Exhaust"
"Holland","VW Dealer","Private","Rural","Lupo","Spark Plugs"
"Holland","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"Holland","VW Dealer","Private","Rural","Lupo","Wheel Alignment"
"Holland","VW Dealer","Private","Small Town","Lupo","Turbo Charger"
"Holland","VW Dealer","Private","Suburban","Lupo","Air Conditioning"
"Holland","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"Holland","VW Dealer","Private","Suburban","Lupo","Exhaust"
"Holland","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"Holland","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"Holland","VW Dealer","Private","Suburban","Lupo","Wheel Alignment"
"Holland","VW Dealer","Private","Super Rural","Lupo","Brake Pad"
"Holland","VW Dealer","Private","Super Rural","Lupo","Spark Plugs"
"Holland","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"Holland","VW Dealer","Private","Super Rural","Lupo","Wheel Alignment"
"Holland","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"Holland","VW Dealer","Private","Very Rural","Lupo","Brake Pad"
"Holland","VW Dealer","Private","Very Rural","Lupo","Exhaust"
"Holland","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"Holland","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"Holland","VW Dealer","Private","Very Rural","Lupo","Wheel Alignment"
"Holland","VW Dealer","Private","Village","Lupo","Brake Pad"
"Holland","VW Dealer","Private","Village","Lupo","Exhaust"
"Holland","VW Dealer","Private","Village","Lupo","Spark Plugs"
"Holland","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Holland","VW Dealer","Private","Village","Lupo","Wheel Alignment"
"Italy","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"Italy","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"Italy","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"Italy","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"Italy","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"Italy","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Portugal","VW Dealer","Private","Rural","Lupo","Brake Pad"
"Portugal","VW Dealer","Private","Rural","Lupo","Spark Plugs"
"Portugal","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"Portugal","VW Dealer","Private","Rural","Lupo","Wheel Alignment"
"Portugal","VW Dealer","Private","Suburban","Lupo","Air Conditioning"
"Portugal","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"Portugal","VW Dealer","Private","Suburban","Lupo","Exhaust"
"Portugal","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"Portugal","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"Portugal","VW Dealer","Private","Suburban","Lupo","Wheel Alignment"
"Portugal","VW Dealer","Private","Super Rural","Lupo","Brake Pad"
"Portugal","VW Dealer","Private","Super Rural","Lupo","Spark Plugs"
"Portugal","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"Portugal","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"Portugal","VW Dealer","Private","Very Rural","Lupo","Brake Pad"
"Portugal","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"Portugal","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"Portugal","VW Dealer","Private","Very Rural","Lupo","Wheel Alignment"
"Portugal","VW Dealer","Private","Village","Lupo","Brake Pad"
"Portugal","VW Dealer","Private","Village","Lupo","Exhaust"
"Portugal","VW Dealer","Private","Village","Lupo","Spark Plugs"
"Portugal","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Portugal","VW Dealer","Private","Village","Lupo","Wheel Alignment"
"Spain","VW Dealer","Private","Rural","Lupo","Brake Pad"
"Spain","VW Dealer","Private","Rural","Lupo","Exhaust"
"Spain","VW Dealer","Private","Rural","Lupo","Spark Plugs"
"Spain","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"Spain","VW Dealer","Private","Small Town","Lupo","Turbo Charger"
"Spain","VW Dealer","Private","Suburban","Lupo","Air Conditioning"
"Spain","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"Spain","VW Dealer","Private","Suburban","Lupo","Exhaust"
"Spain","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"Spain","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"Spain","VW Dealer","Private","Super Rural","Lupo","Brake Pad"
"Spain","VW Dealer","Private","Super Rural","Lupo","Spark Plugs"
"Spain","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"Spain","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"Spain","VW Dealer","Private","Very Rural","Lupo","Brake Pad"
"Spain","VW Dealer","Private","Very Rural","Lupo","Exhaust"
"Spain","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"Spain","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"Spain","VW Dealer","Private","Village","Lupo","Brake Pad"
"Spain","VW Dealer","Private","Village","Lupo","Exhaust"
"Spain","VW Dealer","Private","Village","Lupo","Spark Plugs"
"Spain","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Private","Rural","Lupo","Brake Pad"
"Switzerland","VW Dealer","Private","Rural","Lupo","Exhaust"
"Switzerland","VW Dealer","Private","Rural","Lupo","Spark Plugs"
"Switzerland","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Private","Rural","Lupo","Wheel Alignment"
"Switzerland","VW Dealer","Private","Small Town","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Private","Suburban","Lupo","Air Conditioning"
"Switzerland","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"Switzerland","VW Dealer","Private","Suburban","Lupo","Exhaust"
"Switzerland","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"Switzerland","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Private","Suburban","Lupo","Wheel Alignment"
"Switzerland","VW Dealer","Private","Super Rural","Lupo","Brake Pad"
"Switzerland","VW Dealer","Private","Super Rural","Lupo","Exhaust"
"Switzerland","VW Dealer","Private","Super Rural","Lupo","Spark Plugs"
"Switzerland","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Private","Very Rural","Lupo","Brake Pad"
"Switzerland","VW Dealer","Private","Very Rural","Lupo","Exhaust"
"Switzerland","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"Switzerland","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Private","Very Rural","Lupo","Wheel Alignment"
"Switzerland","VW Dealer","Private","Village","Lupo","Brake Pad"
"Switzerland","VW Dealer","Private","Village","Lupo","Exhaust"
"Switzerland","VW Dealer","Private","Village","Lupo","Spark Plugs"
"Switzerland","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Private","Village","Lupo","Wheel Alignment"
"United Kingdom","VW Dealer","Private","Rural","Lupo","Brake Pad"
"United Kingdom","VW Dealer","Private","Rural","Lupo","Spark Plugs"
"United Kingdom","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Private","Suburban","Lupo","Air Conditioning"
"United Kingdom","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"United Kingdom","VW Dealer","Private","Suburban","Lupo","Exhaust"
"United Kingdom","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"United Kingdom","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Private","Suburban","Lupo","Wheel Alignment"
"United Kingdom","VW Dealer","Private","Super Rural","Lupo","Brake Pad"
"United Kingdom","VW Dealer","Private","Super Rural","Lupo","Exhaust"
"United Kingdom","VW Dealer","Private","Super Rural","Lupo","Spark Plugs"
"United Kingdom","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Private","Super Rural","Lupo","Wheel Alignment"
"United Kingdom","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Private","Very Rural","Lupo","Brake Pad"
"United Kingdom","VW Dealer","Private","Very Rural","Lupo","Exhaust"
"United Kingdom","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"United Kingdom","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Private","Village","Lupo","Brake Pad"
"United Kingdom","VW Dealer","Private","Village","Lupo","Exhaust"
"United Kingdom","VW Dealer","Private","Village","Lupo","Spark Plugs"
"United Kingdom","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Austria","VW Franchise","Private","Rural","Lupo","Turbo Charger"
"Austria","VW Franchise","Private","Suburban","Lupo","Air Conditioning"
"Austria","VW Franchise","Private","Suburban","Lupo","Exhaust"
"Austria","VW Franchise","Private","Suburban","Lupo","Spark Plugs"
"Austria","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"Austria","VW Franchise","Private","Super Rural","Lupo","Turbo Charger"
"Austria","VW Franchise","Private","Urban","Lupo","Turbo Charger"
"Austria","VW Franchise","Private","Very Rural","Lupo","Spark Plugs"
"Austria","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"Austria","VW Franchise","Private","Village","Lupo","Turbo Charger"
"Belgium","VW Franchise","Private","Rural","Lupo","Turbo Charger"
"Belgium","VW Franchise","Private","Suburban","Lupo","Air Conditioning"
"Belgium","VW Franchise","Private","Suburban","Lupo","Exhaust"
"Belgium","VW Franchise","Private","Suburban","Lupo","Spark Plugs"
"Belgium","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"Belgium","VW Franchise","Private","Urban","Lupo","Air Conditioning"
"Belgium","VW Franchise","Private","Urban","Lupo","Spark Plugs"
"Belgium","VW Franchise","Private","Urban","Lupo","Turbo Charger"
"Belgium","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"Belgium","VW Franchise","Private","Village","Lupo","Turbo Charger"
"France","VW Franchise","Private","Suburban","Lupo","Air Conditioning"
"France","VW Franchise","Private","Suburban","Lupo","Exhaust"
"France","VW Franchise","Private","Suburban","Lupo","Spark Plugs"
"France","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"France","VW Franchise","Private","Urban","Lupo","Turbo Charger"
"France","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"France","VW Franchise","Private","Village","Lupo","Turbo Charger"
"Germany","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"Germany","VW Franchise","Private","Urban","Lupo","Air Conditioning"
"Germany","VW Franchise","Private","Urban","Lupo","Exhaust"
"Germany","VW Franchise","Private","Urban","Lupo","Spark Plugs"
"Germany","VW Franchise","Private","Urban","Lupo","Turbo Charger"
"Holland","VW Franchise","Private","Rural","Lupo","Turbo Charger"
"Holland","VW Franchise","Private","Suburban","Lupo","Air Conditioning"
"Holland","VW Franchise","Private","Suburban","Lupo","Exhaust"
"Holland","VW Franchise","Private","Suburban","Lupo","Spark Plugs"
"Holland","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"Holland","VW Franchise","Private","Super Rural","Lupo","Exhaust"
"Holland","VW Franchise","Private","Super Rural","Lupo","Turbo Charger"
"Holland","VW Franchise","Private","Urban","Lupo","Turbo Charger"
"Holland","VW Franchise","Private","Very Rural","Lupo","Exhaust"
"Holland","VW Franchise","Private","Very Rural","Lupo","Spark Plugs"
"Holland","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"Holland","VW Franchise","Private","Village","Lupo","Turbo Charger"
"Italy","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"Portugal","VW Franchise","Private","Rural","Lupo","Turbo Charger"
"Portugal","VW Franchise","Private","Suburban","Lupo","Air Conditioning"
"Portugal","VW Franchise","Private","Suburban","Lupo","Exhaust"
"Portugal","VW Franchise","Private","Suburban","Lupo","Spark Plugs"
"Portugal","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"Portugal","VW Franchise","Private","Super Rural","Lupo","Turbo Charger"
"Portugal","VW Franchise","Private","Very Rural","Lupo","Exhaust"
"Portugal","VW Franchise","Private","Very Rural","Lupo","Spark Plugs"
"Portugal","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"Portugal","VW Franchise","Private","Village","Lupo","Spark Plugs"
"Portugal","VW Franchise","Private","Village","Lupo","Turbo Charger"
"Spain","VW Franchise","Private","Rural","Lupo","Turbo Charger"
"Spain","VW Franchise","Private","Suburban","Lupo","Air Conditioning"
"Spain","VW Franchise","Private","Suburban","Lupo","Exhaust"
"Spain","VW Franchise","Private","Suburban","Lupo","Spark Plugs"
"Spain","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"Spain","VW Franchise","Private","Super Rural","Lupo","Turbo Charger"
"Spain","VW Franchise","Private","Very Rural","Lupo","Exhaust"
"Spain","VW Franchise","Private","Very Rural","Lupo","Spark Plugs"
"Spain","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"Spain","VW Franchise","Private","Village","Lupo","Turbo Charger"
"Switzerland","VW Franchise","Private","Rural","Lupo","Turbo Charger"
"Switzerland","VW Franchise","Private","Suburban","Lupo","Air Conditioning"
"Switzerland","VW Franchise","Private","Suburban","Lupo","Exhaust"
"Switzerland","VW Franchise","Private","Suburban","Lupo","Spark Plugs"
"Switzerland","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"Switzerland","VW Franchise","Private","Super Rural","Lupo","Turbo Charger"
"Switzerland","VW Franchise","Private","Very Rural","Lupo","Exhaust"
"Switzerland","VW Franchise","Private","Very Rural","Lupo","Spark Plugs"
"Switzerland","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"Switzerland","VW Franchise","Private","Village","Lupo","Spark Plugs"
"Switzerland","VW Franchise","Private","Village","Lupo","Turbo Charger"
"United Kingdom","VW Franchise","Private","Rural","Lupo","Turbo Charger"
"United Kingdom","VW Franchise","Private","Suburban","Lupo","Air Conditioning"
"United Kingdom","VW Franchise","Private","Suburban","Lupo","Exhaust"
"United Kingdom","VW Franchise","Private","Suburban","Lupo","Spark Plugs"
"United Kingdom","VW Franchise","Private","Suburban","Lupo","Turbo Charger"
"United Kingdom","VW Franchise","Private","Super Rural","Lupo","Exhaust"
"United Kingdom","VW Franchise","Private","Super Rural","Lupo","Spark Plugs"
"United Kingdom","VW Franchise","Private","Super Rural","Lupo","Turbo Charger"
"United Kingdom","VW Franchise","Private","Very Rural","Lupo","Exhaust"
"United Kingdom","VW Franchise","Private","Very Rural","Lupo","Spark Plugs"
"United Kingdom","VW Franchise","Private","Very Rural","Lupo","Turbo Charger"
"United Kingdom","VW Franchise","Private","Village","Lupo","Turbo Charger"
"Austria","Dodgy Dealer","Other","Rural","Passat","Exhaust"
"Austria","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"Austria","Dodgy Dealer","Other","Suburban","Passat","Exhaust"
"Austria","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"Austria","Dodgy Dealer","Other","Suburban","Passat","Spark Plugs"
"Austria","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"Austria","Dodgy Dealer","Other","Urban","Passat","Spark Plugs"
"Austria","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"Austria","Dodgy Dealer","Other","Village","Passat","Gearbox"
"Austria","Dodgy Dealer","Other","Village","Passat","Spark Plugs"
"Belgium","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"Belgium","Dodgy Dealer","Other","Suburban","Passat","Exhaust"
"Belgium","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"Belgium","Dodgy Dealer","Other","Suburban","Passat","Spark Plugs"
"Belgium","Dodgy Dealer","Other","Urban","Passat","Exhaust"
"Belgium","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"Belgium","Dodgy Dealer","Other","Urban","Passat","Spark Plugs"
"Belgium","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"Belgium","Dodgy Dealer","Other","Village","Passat","Gearbox"
"France","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"France","Dodgy Dealer","Other","Suburban","Passat","Exhaust"
"France","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"France","Dodgy Dealer","Other","Suburban","Passat","Spark Plugs"
"France","Dodgy Dealer","Other","Urban","Passat","Exhaust"
"France","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"France","Dodgy Dealer","Other","Urban","Passat","Spark Plugs"
"France","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"France","Dodgy Dealer","Other","Village","Passat","Exhaust"
"France","Dodgy Dealer","Other","Village","Passat","Gearbox"
"Germany","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"Germany","Dodgy Dealer","Other","Super Urban","Passat","Gearbox"
"Germany","Dodgy Dealer","Other","Urban","Passat","Exhaust"
"Germany","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"Germany","Dodgy Dealer","Other","Urban","Passat","Spark Plugs"
"Holland","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"Holland","Dodgy Dealer","Other","Rural","Passat","Spark Plugs"
"Holland","Dodgy Dealer","Other","Suburban","Passat","Exhaust"
"Holland","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"Holland","Dodgy Dealer","Other","Suburban","Passat","Spark Plugs"
"Holland","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"Holland","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"Holland","Dodgy Dealer","Other","Village","Passat","Exhaust"
"Holland","Dodgy Dealer","Other","Village","Passat","Gearbox"
"Holland","Dodgy Dealer","Other","Village","Passat","Spark Plugs"
"Italy","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"Italy","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"Italy","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"Italy","Dodgy Dealer","Other","Village","Passat","Gearbox"
"Portugal","Dodgy Dealer","Other","Rural","Passat","Exhaust"
"Portugal","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"Portugal","Dodgy Dealer","Other","Rural","Passat","Spark Plugs"
"Portugal","Dodgy Dealer","Other","Suburban","Passat","Exhaust"
"Portugal","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"Portugal","Dodgy Dealer","Other","Suburban","Passat","Spark Plugs"
"Portugal","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"Portugal","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"Portugal","Dodgy Dealer","Other","Village","Passat","Exhaust"
"Portugal","Dodgy Dealer","Other","Village","Passat","Gearbox"
"Portugal","Dodgy Dealer","Other","Village","Passat","Spark Plugs"
"Spain","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"Spain","Dodgy Dealer","Other","Small Town","Passat","Gearbox"
"Spain","Dodgy Dealer","Other","Suburban","Passat","Exhaust"
"Spain","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"Spain","Dodgy Dealer","Other","Suburban","Passat","Spark Plugs"
"Spain","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"Spain","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"Spain","Dodgy Dealer","Other","Village","Passat","Exhaust"
"Spain","Dodgy Dealer","Other","Village","Passat","Gearbox"
"Spain","Dodgy Dealer","Other","Village","Passat","Spark Plugs"
"Switzerland","Dodgy Dealer","Other","Rural","Passat","Exhaust"
"Switzerland","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"Switzerland","Dodgy Dealer","Other","Rural","Passat","Spark Plugs"
"Switzerland","Dodgy Dealer","Other","Small Town","Passat","Gearbox"
"Switzerland","Dodgy Dealer","Other","Suburban","Passat","Exhaust"
"Switzerland","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"Switzerland","Dodgy Dealer","Other","Suburban","Passat","Spark Plugs"
"Switzerland","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"Switzerland","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"Switzerland","Dodgy Dealer","Other","Village","Passat","Exhaust"
"Switzerland","Dodgy Dealer","Other","Village","Passat","Gearbox"
"Switzerland","Dodgy Dealer","Other","Village","Passat","Spark Plugs"
"United Kingdom","Dodgy Dealer","Other","Rural","Passat","Gearbox"
"United Kingdom","Dodgy Dealer","Other","Suburban","Passat","Exhaust"
"United Kingdom","Dodgy Dealer","Other","Suburban","Passat","Gearbox"
"United Kingdom","Dodgy Dealer","Other","Suburban","Passat","Spark Plugs"
"United Kingdom","Dodgy Dealer","Other","Urban","Passat","Exhaust"
"United Kingdom","Dodgy Dealer","Other","Urban","Passat","Gearbox"
"United Kingdom","Dodgy Dealer","Other","Very Rural","Passat","Gearbox"
"United Kingdom","Dodgy Dealer","Other","Village","Passat","Exhaust"
"United Kingdom","Dodgy Dealer","Other","Village","Passat","Gearbox"
"Austria","Re-Import","Other","Suburban","Passat","Exhaust"
"Austria","Re-Import","Other","Suburban","Passat","Gearbox"
"Austria","Re-Import","Other","Suburban","Passat","Spark Plugs"
"Austria","Re-Import","Other","Village","Passat","Gearbox"
"Belgium","Re-Import","Other","Suburban","Passat","Exhaust"
"Belgium","Re-Import","Other","Suburban","Passat","Gearbox"
"Belgium","Re-Import","Other","Urban","Passat","Gearbox"
"France","Re-Import","Other","Suburban","Passat","Exhaust"
"France","Re-Import","Other","Suburban","Passat","Gearbox"
"France","Re-Import","Other","Suburban","Passat","Spark Plugs"
"France","Re-Import","Other","Urban","Passat","Gearbox"
"Germany","Re-Import","Other","Super Urban","Passat","Gearbox"
"Germany","Re-Import","Other","Urban","Passat","Gearbox"
"Holland","Re-Import","Other","Suburban","Passat","Gearbox"
"Holland","Re-Import","Other","Suburban","Passat","Spark Plugs"
"Portugal","Re-Import","Other","Suburban","Passat","Exhaust"
"Portugal","Re-Import","Other","Suburban","Passat","Gearbox"
"Spain","Re-Import","Other","Suburban","Passat","Gearbox"
"Switzerland","Re-Import","Other","Suburban","Passat","Gearbox"
"Switzerland","Re-Import","Other","Village","Passat","Gearbox"
"United Kingdom","Re-Import","Other","Suburban","Passat","Gearbox"
"United Kingdom","Re-Import","Other","Urban","Passat","Gearbox"
"Austria","VW Franchise","Other","Rural","Passat","Exhaust"
"Austria","VW Franchise","Other","Rural","Passat","Gearbox"
"Austria","VW Franchise","Other","Suburban","Passat","Exhaust"
"Austria","VW Franchise","Other","Suburban","Passat","Gearbox"
"Austria","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"Austria","VW Franchise","Other","Urban","Passat","Exhaust"
"Austria","VW Franchise","Other","Urban","Passat","Gearbox"
"Austria","VW Franchise","Other","Urban","Passat","Spark Plugs"
"Austria","VW Franchise","Other","Very Rural","Passat","Gearbox"
"Austria","VW Franchise","Other","Village","Passat","Exhaust"
"Austria","VW Franchise","Other","Village","Passat","Gearbox"
"Austria","VW Franchise","Other","Village","Passat","Spark Plugs"
"Belgium","VW Franchise","Other","Rural","Passat","Exhaust"
"Belgium","VW Franchise","Other","Rural","Passat","Gearbox"
"Belgium","VW Franchise","Other","Suburban","Passat","Exhaust"
"Belgium","VW Franchise","Other","Suburban","Passat","Gearbox"
"Belgium","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"Belgium","VW Franchise","Other","Urban","Passat","Exhaust"
"Belgium","VW Franchise","Other","Urban","Passat","Gearbox"
"Belgium","VW Franchise","Other","Urban","Passat","Spark Plugs"
"Belgium","VW Franchise","Other","Village","Passat","Exhaust"
"Belgium","VW Franchise","Other","Village","Passat","Gearbox"
"Belgium","VW Franchise","Other","Village","Passat","Spark Plugs"
"France","VW Franchise","Other","Rural","Passat","Gearbox"
"France","VW Franchise","Other","Rural","Passat","Spark Plugs"
"France","VW Franchise","Other","Suburban","Passat","Exhaust"
"France","VW Franchise","Other","Suburban","Passat","Gearbox"
"France","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"France","VW Franchise","Other","Urban","Passat","Exhaust"
"France","VW Franchise","Other","Urban","Passat","Gearbox"
"France","VW Franchise","Other","Urban","Passat","Spark Plugs"
"France","VW Franchise","Other","Village","Passat","Exhaust"
"France","VW Franchise","Other","Village","Passat","Gearbox"
"France","VW Franchise","Other","Village","Passat","Spark Plugs"
"Germany","VW Franchise","Other","Suburban","Passat","Exhaust"
"Germany","VW Franchise","Other","Suburban","Passat","Gearbox"
"Germany","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"Germany","VW Franchise","Other","Super Urban","Passat","Exhaust"
"Germany","VW Franchise","Other","Super Urban","Passat","Gearbox"
"Germany","VW Franchise","Other","Super Urban","Passat","Spark Plugs"
"Germany","VW Franchise","Other","Urban","Passat","Exhaust"
"Germany","VW Franchise","Other","Urban","Passat","Gearbox"
"Germany","VW Franchise","Other","Urban","Passat","Spark Plugs"
"Holland","VW Franchise","Other","Rural","Passat","Exhaust"
"Holland","VW Franchise","Other","Rural","Passat","Gearbox"
"Holland","VW Franchise","Other","Rural","Passat","Spark Plugs"
"Holland","VW Franchise","Other","Suburban","Passat","Exhaust"
"Holland","VW Franchise","Other","Suburban","Passat","Gearbox"
"Holland","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"Holland","VW Franchise","Other","Urban","Passat","Exhaust"
"Holland","VW Franchise","Other","Urban","Passat","Gearbox"
"Holland","VW Franchise","Other","Urban","Passat","Spark Plugs"
"Holland","VW Franchise","Other","Very Rural","Passat","Gearbox"
"Holland","VW Franchise","Other","Village","Passat","Exhaust"
"Holland","VW Franchise","Other","Village","Passat","Gearbox"
"Holland","VW Franchise","Other","Village","Passat","Spark Plugs"
"Italy","VW Franchise","Other","Rural","Passat","Gearbox"
"Italy","VW Franchise","Other","Suburban","Passat","Gearbox"
"Italy","VW Franchise","Other","Suburban","Passat","Spark Plugs"
"Italy","VW Franchise","Other","Urban","Passat","Gearbox"
"Italy","VW Franchise","Other","Village","Passat","Gearbox"
